cpos,sample,left,match,right,l1,r1,r2,syn_env,meaning,gender,emphasis,emphasis3,final,dur,sr,tgrm_frq_p1,tgrm_frq_p2,l1_m_bgrm_frq,l1_m_tp_fw,l1_m_tp_bw,m_r1_bgrm_frq,m_r1_tp_fw,m_r1_tp_bw,l1_m_odds,m_r1_odds
6313812,be,", the kind he says",must,be stopped . Jurors have,says,be,stopped,passive,deontic,male,yes,high,NA,0.420000000000073,5.468153170358254,110,20,32,5.3315206163237835e-5,1.7642713008192835e-4,52467,0.2892688198127667,0.02615983390771587,0.70077,1.89156
19534042,be,versus what our Constitution says,must,be allowed as an exercise,says,be,allowed,passive,deontic,male,yes,high,NA,0.429999999999836,5.114666748168168,147,20,32,5.3315206163237835e-5,1.7642713008192835e-4,52467,0.2892688198127667,0.02615983390771587,0.70077,1.89156
163931281,be,executives and what he says,must,be done a year after,says,be,done,passive,deontic,NA,yes,high,NA,0.269999999999982,6.249999999996803,688,20,32,5.3315206163237835e-5,1.7642713008192835e-4,52467,0.2892688198127667,0.02615983390771587,0.70077,1.89156
7007913,be,the affordable care act says,must,be cost-free to the patient,says,be,cost-free,copula_adj,deontic,female,yes,mid,NA,0.460000000000036,5.220588235294083,1,20,32,5.3315206163237835e-5,1.7642713008192835e-4,52467,0.2892688198127667,0.02615983390771587,0.70077,1.89156
2807744,be,"he says , the science",must,be subjected to peer review,science,be,subjected,passive,deontic,male,no,low,NA,0.1899999999996,5.556622745853659,23,17,47,7.264072207968841e-4,2.591273473078323e-4,52467,0.2892688198127667,0.02615983390771587,0.34717,1.89156
75868541,be,regarding the South China Sea,must,be resolved peacefully and diplomatically,sea,be,resolved,passive,deontic,male,no,low,NA,0.280000000000001,5.34951159951157,104,6,11,2.714038983469035e-4,6.064682596566287e-5,52467,0.2892688198127667,0.02615983390771587,0.0189,1.89156
15600548,be,a nominee for defense secretary,must,be out of the military,secretary,be,out,copula_adj,deontic,male,no,low,NA,0.240000000000009,6.634199134198362,78,1,18,4.5263660824301555e-4,9.92402606710847e-5,52467,0.2892688198127667,0.02615983390771587,0.09066,1.89156
89744660,be,"out with him , she",must,"be gay , it ca",she,be,gay,copula_adj,epistemic,female,yes,high,NA,0.349999999999909,6.125992063497636,12,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
229558576,be,the gun lobby . She,must,be worried . Sure .,she,be,worried,copula_adj,epistemic,male,no,low,y,0.139999999999873,5.718954248360263,20,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
102767044,be,back Hillary Clinton declaring she,must,be our next president .,she,be,our,copula_noun,deontic,male,yes,high,NA,0.57,4.620895391843263,45,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
43178462,be,public and they decided she,must,be on some sort of,she,be,on,copula_adj,epistemic,male,no,low,NA,0.25,4.951690821254884,221,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
204515399,be,so I assumed that she,must,be doing her research on,she,be,doing,progressive,epistemic,female,no,low,NA,0.190000000000055,5.626828957972159,165,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
92572838,be,in the audience . She,must,be so proud of you,she,be,so,copula_adj,epistemic,female,no,low,NA,0.199999999999818,6.700854700852104,206,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
98818294,be,coming off and then she,must,be glad of picking Tim,she,be,glad,copula_adj,epistemic,male,yes,high,y,0.240000000000236,5.997342812452212,7,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
46513597,be,debate . He said she,must,"be sleeping , must be",she,be,sleeping,progressive,epistemic,male,no,low,NA,0.210000000000036,5.808080808078406,17,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
98414665,be,"really thought , `` she",must,be at a friend 's,she,be,at,copula_adj,epistemic,female,no,low,y,0.240000000000009,6.591206276561001,341,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
37582097,be,"Hi , Morgan . She",must,be the most informed little,she,be,the,copula_noun,epistemic,female,no,low,NA,0.27,5.296167247386761,1311,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
158148126,be,she smiled and said she,must,be okay . She fell,she,be,okay,copula_adj,epistemic,male,no,low,NA,0.210000000000036,6.522817460316661,13,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
20342809,be,but Tim Ryan said she,must,be replaced to get the,she,be,replaced,passive,deontic,female,yes,high,NA,0.360000000000127,5.806982173175822,102,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
188142448,be,received special permission . She,must,be very nervous because she,she,be,very,copula_adj,epistemic,female,yes,high,NA,0.2199999999998,6.801903453688814,424,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
128373010,be,a flimsy negligee . She,must,be taken with fever or,she,be,taken,copula_adj,epistemic,male,no,low,y,0.210000000000036,5.926916221033759,625,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
36786414,be,"Clinton . Man , she",must,be digesting this and having,she,be,digesting,progressive,epistemic,male,no,low,NA,0.200000000000003,5.840336134453521,1,655,3963,0.0024487510936889822,0.021849397391083814,52467,0.2892688198127667,0.02615983390771587,0.73812,1.89156
25566810,be,"number one , live shots",must,be across the street .,shots,be,across,copula_adj,epistemic,male,yes,mid,NA,0.230000000000018,6.983408748116882,1,6,9,6.30119722747322e-4,4.962013033554235e-5,52467,0.2892688198127667,0.02615983390771587,0.35912,1.89156
221259257,be,A record amount of snow,must,be removed . Digging out,snow,be,removed,passive,deontic,female,no,low,NA,0.260000000000005,4.680106714990433,141,3,7,2.4296275728020547e-4,3.859343470542183e-5,52467,0.2892688198127667,0.02615983390771587,0.04322,1.89156
152847297,be,who want to use solar,must,be people who live in,solar,be,people,copula_noun,deontic,female,no,low,NA,0.269999999999982,4.865196078432106,17,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
216529221,be,A mediator insisting a solution,must,be found for the suffering,solution,be,found,passive,deontic,female,no,low,NA,0.150000000000091,6.780303030302649,138,15,43,0.0018741283124128311,2.3707395604759122e-4,52467,0.2892688198127667,0.02615983390771587,0.8385,1.89156
26138317,be,and police believe that someone,must,be taking care of her,someone,be,taking,progressive,deontic,female,yes,high,y,0.419999999999959,7.590579710145182,21,42,276,0.0026308013459027174,0.001521683996956632,52467,0.2892688198127667,0.02615983390771587,0.79411,1.89156
3821695,be,undervalueded currency prove enough something,must,be done and he does,something,be,done,passive,deontic,female,no,low,NA,0.199999999999818,5.758636788046246,688,192,333,0.0011947302708055281,0.001835944822415067,52467,0.2892688198127667,0.02615983390771587,0.48795,1.89156
207985107,be,an astronomical rate and something,must,be done . That was,something,be,done,passive,deontic,male,no,low,NA,0.040000000000191,6.366421568630994,688,192,333,0.0011947302708055281,0.001835944822415067,52467,0.2892688198127667,0.02615983390771587,0.48795,1.89156
219033191,be,at the same time something,must,be up because the Cruz,something,be,up,copula_adj,epistemic,male,no,low,NA,0.199999999999818,7.1078431372495245,37,192,333,0.0011947302708055281,0.001835944822415067,52467,0.2892688198127667,0.02615983390771587,0.48795,1.89156
52532058,be,should n't be . Something,must,be wrong . You are,something,be,wrong,copula_adj,epistemic,female,no,low,NA,0.130000000000109,8.22510822510781,70,192,333,0.0011947302708055281,0.001835944822415067,52467,0.2892688198127667,0.02615983390771587,0.48795,1.89156
68344530,be,I was thinking Bruce springsteen,must,be happy . `` Born,springsteen,be,happy,copula_adj,epistemic,female,no,low,NA,0.0399999999999636,5.240330804628652,25,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
29970526,be,Hollywood icon . Sylvester stallone,must,be feeling proud today .,stallone,be,feeling,progressive,epistemic,female,no,low,NA,0.240000000000009,6.278217627428411,64,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
19797721,be,company got from Washington state,must,be revoked within 90 days,state,be,revoked,passive,deontic,female,yes,mid,NA,0.400000000000091,8.01282051282049,1,49,309,0.0011445419424617653,0.0017036244748536206,52467,0.2892688198127667,0.02615983390771587,0.49215,1.89156
216602223,be,", the other big story",must,be that this is a,story,be,that,copula_noun,deontic,female,yes,high,NA,0.269999999999982,6.246229260932544,119,21,49,3.742572139987474e-4,2.7015404293795277e-4,52467,0.2892688198127667,0.02615983390771587,0.11494,1.89156
151105687,be,"He says , this student",must,be able to shower with,student,be,able,copula_adj,deontic,male,yes,high,NA,0.470000000000255,5.645854833159207,832,34,174,0.0023082127270074157,9.593225198204854e-4,52467,0.2892688198127667,0.02615983390771587,0.7813,1.89156
88721697,be,"reminder to parents , students",must,be vaccinated . The State,students,be,vaccinated,passive,deontic,male,yes,mid,NA,0.240000000000236,7.349437773961544,6,167,877,0.0041106163580970235,0.004835206033807849,52467,0.2892688198127667,0.02615983390771587,1.04736,1.89156
144397313,be,And it says official systems,must,be in place to receive,systems,be,in,copula_adj,deontic,male,no,low,NA,0.239999999999952,6.16114297625201,633,46,104,0.0019251059733817078,5.733881727662671e-4,52467,0.2892688198127667,0.02615983390771587,0.84199,1.89156
228560373,be,"that . Yeah , T.J.",must,be around . HD 4,t.j.,be,around,copula_adj,epistemic,male,no,low,y,0.190000000000055,5.745159699098089,13,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
159871462,be,", heads up -- Teens",must,be accompanied line authorized Guardian,teens,be,accompanied,passive,deontic,female,yes,high,NA,0.300000000000182,6.349206349210673,165,3,8,0.0010498687664041995,4.410678252048209e-5,52467,0.2892688198127667,0.02615983390771587,0.59241,1.89156
114609723,be,"everything that happened , tensions",must,be high there today .,tensions,be,high,copula_adj,epistemic,female,no,low,NA,0.149999999999864,6.072832434863189,23,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
72545147,be,the North Korea nuclear tests,must,be a matter of great,tests,be,a,copula_noun,deontic,male,no,low,y,0.350000000000023,4.760202135774124,2589,25,37,0.0013194023463966053,2.0399386915722966e-4,52467,0.2892688198127667,0.02615983390771587,0.64601,1.89156
36922062,be,yeah ten minutes . That,must,"be so flattering , but",that,be,so,copula_adj,epistemic,male,no,low,NA,0.190000000000055,6.598746934341513,206,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
197572700,be,look at this . That,must,be the Electrical Sofa over,that,be,the,copula_noun,epistemic,female,no,low,NA,0.269999999999982,4.889507422401128,1311,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
22470833,be,"busy , popular , that",must,be a good thing .,that,be,a,copula_noun,epistemic,male,no,low,y,0.20999999999998,5.919540229885634,2589,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
60920486,be,"he says , `` that",must,be a really easy school,that,be,a,copula_noun,epistemic,male,no,low,NA,0.25,4.692725752507577,2589,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
226889757,be,them . Clearly something that,must,be addressed . A talented,that,be,addressed,passive,deontic,male,no,low,NA,0.189999999999827,6.103295874093425,356,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
161475946,be,in your front yard that,must,be removed . Jim said,that,be,removed,passive,deontic,male,no,low,NA,0.210000000000036,5.874384236457416,141,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
24815809,be,"bright , bold line that",must,be created if he is,that,be,created,passive,deontic,male,no,low,NA,0.260000000000218,4.545972915180839,50,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
99483967,be,got to say . That,must,be such a relief for,that,be,such,copula_noun,epistemic,male,no,low,NA,0.340000000000032,5.556006493505446,26,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
174328879,be,presidency . A question that,must,be asked is why 241,that,be,asked,passive,deontic,female,no,low,NA,0.230000000000018,5.312579577285309,72,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
141375563,be,can see how worrying that,must,be when you have this,that,be,when,copula_adj,epistemic,male,no,low,NA,0.260000000000218,4.855875831487975,13,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
134550839,be,coal to stoke kilns that,must,be kept alive at some,that,be,kept,passive,deontic,male,no,low,y,0.230000000000018,4.659090909090202,269,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
14361767,be,It 's a danger that,must,"be addressed , and addressed",that,be,addressed,passive,deontic,female,no,low,NA,0.279999999999745,6.482089272312988,356,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
77291879,be,mixed bag of problems that,must,be separated to be solved,that,be,separated,passive,deontic,female,yes,high,NA,0.300000000000182,5.689102564097362,31,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
214905728,be,"using it , surely that",must,be for the more casual,that,be,for,copula_adj,epistemic,female,yes,high,NA,0.329999999999927,6.468456112851405,146,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
128874862,be,handle them responsibly . That,must,be our mission . '',that,be,our,copula_noun,deontic,female,no,low,y,0.230000000000018,5.829678362573129,45,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
127791257,be,. All right . That,must,be the dude with his,that,be,the,copula_noun,epistemic,male,no,low,NA,0.0399999999999636,7.577838827838872,1311,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
17014229,be,the very careful work that,must,be done for us to,that,be,done,passive,deontic,female,yes,high,NA,0.450000000000273,4.656771799623725,688,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
204146289,be,comes from an organization that,must,"be desperate , from planned",that,be,desperate,copula_adj,epistemic,male,no,low,NA,0.180000000000007,7.077646815549874,13,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
26042892,be,viewed as a threat that,must,"be resisted , not appeased",that,be,resisted,passive,deontic,female,no,low,NA,0.25,5.174190557695196,26,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
130171276,be,. She told me that,must,be the music . I,that,be,the,copula_noun,epistemic,male,no,low,NA,0.210000000000036,5.218253968258582,1311,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
96795118,be,n't imagine how scary that,must,be for anyone much less,that,be,for,copula_adj,epistemic,female,no,low,NA,0.239999999999782,4.811805841224789,146,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
69605473,be,on Youtube . Oh that,must,be scary . It was,that,be,scary,copula_adj,epistemic,female,no,low,NA,0.230000000000018,6.9379578754573386,6,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
173958987,be,that a military battle that,must,be waged and can it,that,be,waged,passive,deontic,male,no,low,NA,0.2199999999998,5.704028406236762,7,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
64781024,be,that will show solidarity that,must,be a conversation with the,that,be,a,copula_noun,deontic,male,yes,mid,NA,0.330000000000041,6.1703431372549105,2589,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
134131624,be,the kinds of services that,must,be provided to victims and,that,be,provided,passive,deontic,female,no,low,NA,0.269999999999982,6.011904761904834,148,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
158738287,be,", my Gosh ! That",must,be so surreal . Shall,that,be,so,copula_adj,epistemic,female,no,low,NA,0.230000000000473,7.823426573415152,206,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
43854089,be,. I can imagine that,must,be pretty tough to watch,that,be,pretty,copula_adj,epistemic,female,no,low,NA,0.170000000000073,5.654210758376137,90,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
173381582,be,coincidence that it came that,must,be the cause . But,that,be,the,copula_noun,epistemic,male,yes,mid,NA,0.230000000000018,5.472822040207346,1311,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
174230978,be,secret -- sacred species that,must,"be protected , okay .",that,be,protected,passive,deontic,male,no,low,y,0.25,5.868055555555344,168,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
50661837,be,. which is -- that,must,"be completely tough , too",that,be,completely,copula_adj,epistemic,male,no,low,y,0.0999999999999091,6.388888888882171,41,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
105181577,be,distraction from the work that,must,be done every day .,that,be,done,passive,deontic,female,yes,mid,NA,0.239999999999782,5.105192558861081,688,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
111005174,be,"information about that , that",must,be upsetting . As a,that,be,upsetting,copula_adj,epistemic,female,no,low,NA,0.159999999999854,5.444918602816631,3,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
4326580,be,for the throat . That,must,be where the `` dumb&dumber,that,be,where,copula_adj,epistemic,female,yes,mid,NA,0.220000000000027,7.557471264365443,27,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
94821558,be,for President Obama . That,must,be something that they think,that,be,something,copula_noun,epistemic,male,yes,high,NA,0.400000000000091,6.203007518799485,421,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
43603332,be,that 's certainly something that,must,be weighing on him personally,that,be,weighing,progressive,epistemic,female,no,low,NA,0.170000000000073,4.771753799213622,1,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
232189554,be,that these are options that,must,be stopped and this is,that,be,stopped,passive,deontic,male,no,low,y,0.210000000000036,6.696428571424421,110,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
153600180,be,n't imagine how harrowing that,must,be for those window washers,that,be,for,copula_adj,epistemic,female,no,low,NA,0.220000000000027,5.667372881353707,146,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
110158746,be,move it backwards . That,must,"be resisted . Senator ,",that,be,resisted,passive,deontic,male,no,low,NA,0.220000000000027,5.197237886381498,26,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
166654629,be,"two-year , oh , that",must,be because I could n't,that,be,because,NA,epistemic,female,no,low,NA,0.180000000000064,5.800653594768862,47,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
136211428,be,"thought , well , that",must,be happening all the time,that,be,happening,progressive,epistemic,male,no,low,NA,0.170000000000073,6.904761904759484,10,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
41077076,be,that song ? Because that,must,be like bigger money than,that,be,like,copula_adj,epistemic,male,no,low,NA,0.199999999999818,6.0123784261713045,201,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
215631658,be,clear form of bias that,must,be overcome . This whole,that,be,overcome,passive,deontic,male,no,low,y,0.25,6.032095144998617,67,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
22577003,be,a chief executive and that,must,be what he 's looking,that,be,what,copula_adj,epistemic,male,no,low,NA,0.170000000000073,6.970899470899958,78,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
206371854,be,that person has needs that,must,be tended to . You,that,be,tended,passive,deontic,male,no,low,y,0.200000000000045,7.070891881344057,7,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
192902966,be,between the debates . That,must,be your secret sauce right,that,be,your,copula_noun,epistemic,female,no,low,NA,0.160000000000082,7.494505494505678,62,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
233678791,be,"thought , wow , that",must,be that missing girl .,that,be,that,copula_noun,epistemic,NA,no,low,NA,0.240000000000009,5.263157894735331,119,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
88783325,be,stalled . At least that,must,be how the union feels,that,be,how,copula_adj,epistemic,male,no,mid,y,0.25,5.643879173291121,28,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
153108092,be,"up ? No , that",must,be awful . Today 's,that,be,awful,copula_adj,epistemic,female,no,low,NA,0.180000000000064,7.3809523809508315,22,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
220478745,be,It 's really something that,must,be done in order to,that,be,done,passive,deontic,male,yes,mid,NA,0.330000000000041,6.371794871795431,688,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
175896588,be,-LRB- bleep -RRB- . That,must,"be a pretty picture ,",that,be,a,copula_noun,epistemic,female,no,low,NA,0.200000000000045,7.29853479853536,2589,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
210585044,be,to transform yourself like that,must,be tempting for an actor,that,be,tempting,progressive,epistemic,male,no,mid,NA,0.190000000000055,6.458333333334155,5,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
236337,be,and wholesome until 102 that,must,be where in the movie,that,be,where,copula_adj,epistemic,male,no,low,NA,0.1899999999996,6.15808823529109,27,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
132575392,be,be and how difficult that,must,be for so many people,that,be,for,copula_adj,epistemic,female,no,low,NA,0.230000000000018,6.9006568144497855,146,2476,4385,7.80202048310609e-4,0.024176030169039246,52467,0.2892688198127667,0.02615983390771587,0.26765,1.89156
4194704,be,anything that goes against them,must,be wrong . Let 's,them,be,wrong,copula_adj,epistemic,male,no,low,y,0.169999999999959,6.79760803488886,70,56,168,2.295301463254683e-4,9.262424329301238e-4,52467,0.2892688198127667,0.02615983390771587,0.11895,1.89156
139319018,be,if I lose . There,must,be something wrong . I,there,be,something,copula_noun,epistemic,male,no,low,NA,0.150000000000091,6.202651515147231,421,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
139138908,be,"permanent one , therefore there",must,be a hearing in froust,there,be,a,copula_noun,deontic,female,yes,mid,NA,0.300000000000011,6.167557932263769,2589,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
28239788,be,Some of you out there,must,be Democrats still . What,there,be,democrats,copula_noun,epistemic,male,no,low,NA,0.200000000000045,5.829678362572206,1,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
69006609,be,disagree with that . There,must,be something wrong with that,there,be,something,copula_noun,epistemic,female,no,low,NA,0.20999999999998,6.752237480358179,421,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
21053887,be,Sorry about that . There,must,be something wrong with the,there,be,something,copula_noun,epistemic,male,no,low,y,0.119999999999891,6.681547619045675,421,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
214869275,be,business from home . There,must,be many because of the,there,be,many,copula_noun,epistemic,female,yes,high,NA,0.210000000000036,6.7857142857229835,21,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
66287734,be,framework to act . There,must,be a sense of urgency,there,be,a,copula_noun,deontic,male,yes,mid,NA,0.260000000000218,6.230158730160701,2589,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
190707653,be,'s finished well ? There,must,be criticism by other architects,there,be,criticism,copula_noun,epistemic,male,yes,mid,NA,0.3100000000004,4.673913043480363,1,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
220248589,be,acquired surplus items . There,must,be more . There is,there,be,more,copula_adj,epistemic,female,yes,high,NA,0.519999999999982,4.861111111111585,324,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
192267882,be,"to the skeptics , there",must,"be many , who say",there,be,many,copula_noun,epistemic,male,no,low,NA,0.220000000000027,5.882352941173953,21,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
163294708,be,"a kill list , there",must,be a reason for it,there,be,a,copula_noun,epistemic,female,no,mid,NA,0.289999999999964,4.85489910547138,2589,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
90984804,be,outside we can imagine there,must,be a meltdown because the,there,be,a,copula_noun,epistemic,male,yes,high,NA,0.259999999999991,7.248891459413105,2589,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
225507305,be,and we know that there,must,be someone who changed your,there,be,someone,copula_noun,epistemic,female,no,low,NA,0.199999999999818,5.218211441616571,62,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
134897010,be,remarkable coincidence you know there,must,be more to it than,there,be,more,copula_adj,epistemic,female,no,low,NA,0.289999999999964,5.722840755736721,324,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
183940356,be,two things . First there,must,be good knowledge of teaching,there,be,good,copula_adj,epistemic,male,yes,mid,NA,0.300000000000182,6.492248062013771,86,2678,3393,0.002812252902182003,0.018706789136499466,52467,0.2892688198127667,0.02615983390771587,0.86456,1.89156
